SurveyYear,OutputFileName,Section,Question,Type,RecodeFlag,VariableName,Instrument Out Variable Name,FinalDocName,FinalItemText,FinalDocUniverse,FinalDocUniverseDescription,DocSources,DocRecodes,DocKeywords,DocNotes,Qbank,FinalVariableDescription,ResponseCode,ResponseText,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.111_03.000,, ,DALLG1,CCONDT1_3,DALLG1,"DURING THE PAST 12 MONTHS, has {SC name} had any of the following conditions?Any kind of food/digestive allergy?",CSTATFLG = '1' and AGE LE '002',Sample children LE 2 years,None,None,digestive allergy; food allergy; allergy,See survey questionnaire for original question format,,"Had food/digestive allergy, past 12 m",,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.111_04.000,, ,SALLG1,CCONDT1_4,SALLG1,"DURING THE PAST 12 MONTHS, has {SC name} had any of the following conditions?Eczema or any kind of skin allergy?",CSTATFLG = '1' and AGE LE '002',Sample children LE 2 years,None,None,eczema; skin allergy; skin condition,See survey questionnaire for original question format,,"Had eczema/skin allergy, past 12 m",,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.111_05.000,, ,DIARH1,CCONDT1_5,DIARH1,"DURING THE PAST 12 MONTHS, has {SC name} had any of the following conditions...Frequent or repeated diarrhea or colitis?",CSTATFLG = '1' and AGE LE '002',Sample children LE 2 years,None,None,diarrhea; colitis,See survey questionnaire for original question format,,"Had frequent diarrhea/colitis, past 12 m",,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.111_06.000,, ,ANEMIA1,CCONDT1_6,ANEMIA1,"DURING THE PAST 12 MONTHS, has {SC name} had any of the following conditions...Anemia?",CSTATFLG = '1' and AGE LE '002',Sample children LE 2 years,None,None,"anemia, iron deficiency",See survey questionnaire for original question format,,"Had anemia, past 12 m",,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.111_08.000,, ,EARINF1,CCONDT1_8,EARINF1,"DURING THE PAST 12 MONTHS, has {SC name} had any of the following conditions...Three or more ear infections?",CSTATFLG = '1' and AGE LE '002',Sample children LE 2,None,None,ear infections; otitis media,See survey questionnaire for original question format,,"Had 3+ ear infections, past 12 m",,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.111_09.000,, ,SEIZE1,CCONDT1_9,SEIZE1,"DURING THE PAST 12 MONTHS, has {SC name} had any of the following conditions...Seizures?",CSTATFLG = '1' and AGE LE '002',Sample children LE 2 years,None,None,seizures; epilepsy,See survey questionnaire for original question format,,"Had seizures, past 12 m",,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.115_01.000,, ,HAYF2,CCONDT_1,HAYF2,"DURING THE PAST 12 MONTHS, has {SC name} had any of the following conditions...Hay fever?",CSTATFLG = '1' and ('003' <= AGE <= '017'),Sample children 3-17 years,None,None,hay fever; allergy; chronic condition,See survey questionnaire for original question format,,"Had hay fever, past 12 m",,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.115_02.000,, ,RALLG2,CCONDT_2,RALLG2,"DURING THE PAST 12 MONTHS, has {SC name} had any of the following conditions...Any kind of respiratory allergy?",CSTATFLG = '1' and ('003' <= AGE <= '017'),Sample children 3-17 years,None,None,respiratory allergy; allergy,See survey questionnaire for original question format,,"Had respiratory allergy, past 12 m",,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.115_03.000,, ,DALLG2,CCONDT_3,DALLG2,"DURING THE PAST 12 MONTHS, has {SC name} had any of the following conditions...Any kind of food or digestive allergy?",CSTATFLG = '1' and ('003' <= AGE <= '017'),Sample children 3-17 years,None,None,digestive allergy; food allergy; allergy,See survey questionnaire for original question format,,"Had food/digestive allergy, past 12 m",,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.115_04.000,, ,SALLG2,CCONDT_4,SALLG2,"DURING THE PAST 12 MONTHS, has {SC name} had any of the following conditions...Eczema or any kind of skin allergy?",CSTATFLG = '1' and ('003' <= AGE <= '017'),Sample children 3-17 years,None,None,eczema; skin allergy; skin condition,See survey questionnaire for original question format,,"Had eczema/skin allergy, past 12 m",,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.115_05.000,, ,DIARH2,CCONDT_5,DIARH2,"DURING THE PAST 12 MONTHS, has {SC name} had any of the following conditions...Frequent or repeated diarrhea or colitis?",CSTATFLG = '1' and ('003' <= AGE <= '017'),Sample children 3-17 years,None,None,diarrhea; colitis,See survey questionnaire for original question format,,"Had frequent diarrhea/colitis, past 12 m",,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.115_06.000,, ,ANEMIA2,CCONDT_6,ANEMIA2,"DURING THE PAST 12 MONTHS, has {SC name} had any of the following conditions...Anemia?",CSTATFLG = '1' and ('003' <= AGE <= '017'),Sample children 3-17 years,None,None,anemia; iron deficiency,See survey questionnaire for original question format,,"Had anemia, past 12 m",,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.115_07.000,, ,FHEAD,CCONDT_7,FHEAD,"DURING THE PAST 12 MONTHS, has {SC name} had any of the following conditions...Frequent or severe headaches, including migraines?",CSTATFLG = '1' and ('003' <= AGE <= '017'),Sample children 3-17 years,None,None,headaches; migraines,See survey questionnaire for original question format,,"Had frequent headaches/migraines, past 12 m",,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.115_08.000,, ,EARINF2,CCONDT_8,EARINF2,"DURING THE PAST 12 MONTHS, has {SC name} had any of the following conditions...Three or more ear infections?",CSTATFLG = '1' and ('003' <= AGE <= '017'),Sample children 3-17 years,None,None,ear infections; otitis media,See survey questionnaire for original question format,,"Had 3+ ear infections, past 12 m",,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.115_09.000,, ,SEIZE2,CCONDT_9,SEIZE2,"DURING THE PAST 12 MONTHS, has {SC name} had any of the following conditions...Seizures?",CSTATFLG = '1' and ('003' <= AGE <= '017'),Sample children 3-17 years,None,None,seizures; epilepsy,See survey questionnaire for original question format,,"Had seizures, past 12 m",,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.115_10.000,, ,STUTTER,CCONDT_10,STUTTER,"DURING THE PAST 12 MONTHS, has {SC name} had any of the following conditions...Stuttering or stammering?",CSTATFLG = '1' and ('003' <= AGE <= '017'),Sample children 3-17 years,None,None,stuttering; stammering; speech problem,See survey questionnaire for original question format,,"Stuttered/stammered, past 12 m",,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.210_00.000,, ,CHSTATYR,CHSTATYR,CHSTATYR,"Compared with 12 months ago, would you say {SC name} health is now better, worse, or about the same?",CSTATFLG = '1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,health status,None,,"Health better, worse, or about the same",,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Better,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,Worse,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,3,About the same,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.220_00.000,, ,SCHDAYR1,SCHDAYR,SCHDAYR1,"DURING THE PAST 12 MONTHS, that is, since {12-month ref. date}, about how many days did {SC name} miss school because of illness or injury?",CSTATFLG = '1' and ('005' <= AGE <= '017'),Sample children 5-17 years,None,None,missed school; illness/injury; days absent,None,,"Days missed due to illness/injury, past 12 m",,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,000,None,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,001-240,1-240 days,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,996,Did not go to school,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,997,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,998,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,999,Don't know,,,,,
2017,Sample Child,CHS,CHS.230_00.000,, ,CCOLD2W,CCOLD2W,CCOLD2W,Did {SC name} have a head cold or chest cold that started during those two weeks?,CSTATFLG = '1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,head cold; chest cold,None,,"Had a head/chest cold, 2 week reference period",,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.240_00.000,, ,CINTIL2W,CINTIL2W,CINTIL2W,Did {SC name} have a stomach or intestinal illness with vomiting or diarrhea that started during those two weeks?,CSTATFLG = '1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,stomach illness; intestinal illness; vomiting; diarrhea,None,,"Had stomach illness with vomiting/diarrhea,   2 week reference period",,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.250_00.000,,,CHEARST1,CHEARST1,CHEARST1,"Which statement best describes [fill: S.C. name]'s hearing without a hearing aid: Excellent, good, a little trouble hearing, moderate trouble, a lot of trouble, or is [fill: SC's name] deaf?",CSTATFLG='1' and  (AGE LE '017' and AGE NE ' '),Sample children <18,None,None,None,None,,Hearing without a hearing aid,,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Excellent,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,Good,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,3,A little trouble hearing,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,4,Moderate trouble,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,5,A lot of trouble,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,6,Deaf,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.260_00.000,, ,CVISION,CVISION,CVISION,Does {SC name} have any trouble seeing {if age ge 2: even when wearing glasses or contact lenses}?,CSTATFLG = '1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,trouble seeing; vision problems,None,,Trouble seeing,,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.270_00.000,, ,CBLIND,CBLIND,CBLIND,Is {S.C. name} blind or unable to see at all?,CSTATFLG = '1' and (AGE LE '017' and AGE NE ' ') and CVISION = '1',Sample children LE 17 years having trouble seeing,None,None,blind; unable to see; trouble seeing,None,,Blind/unable to see at all,,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.270_00.010,,,CVISTST,CVISTST,CVISTST,Has [fill: SC name] EVER had [fill: his/her] vision tested by a doctor or other health professional?,CSTATFLG = '1' and (AGE LE '005' and AGE NE ' ') and CBLIND NE '1',Sample children <6 who are not blind,None,None,"vision, eye exam, ophthalmologist; optometrist",None,,EVER had vision tested by a doctor,,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.270_00.020,,,CVISLT,CVISLT,CVISLT,When was [fill: his/her] vision last tested?,CSTATFLG = '1' and (AGE LE '005' and AGE NE ' ') and CVISTST='1',Sample children <6 ever had vision tested,None,None,vision; eye exam,None,,When was vision last tested,,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,In the last 12 months,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,In the last 13-24 months,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,3,Over 24 months,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.270_00.025,,,CVISGLAS,CVISGLAS,CVISGLAS,Does [fill: SC name] wear eyeglasses or contact lenses?,CSTATFLG = '1' and ('006' <= AGE <= '017') and CBLIND NE '1',Sample children 6-17 who are not blind,None,None,vision; eyeglasses; contact lenses; contacts,None,,Wear eyeglasses or contact lenses,,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.270_00.030,,,CVISDIST,CVISDIST,CVISDIST,"Does [fill: SC name] wear eyeglasses or contact lenses to read road and street signs, see the blackboard, play sports, watch TV, or see things in the distance?",CSTATFLG = '1' and ('006' <= AGE <= '017') and CVISGLAS='1',Sample children 6-17 wear glasses or contact lenses,None,None,vision; eyeglasses; contact lenses; contacts; nearsighted; myopic,None,,Eyeglasses/contact lenses to read street signs/see in the distance,,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.270_00.035,,,CVISREAD,CVISREAD,CVISREAD,"Does [fill: SC name] wear eyeglasses or contact lenses to read books, write, play hand-held games, or do other things that require [fill: him/her] to see well up close?",CSTATFLG = '1' and ('006' <= AGE <= '017') and CVISGLAS='1',Sample children 6-17 wear glasses or contact lenses,None,None,vision; eyeglasses; contact lenses; contacts; farsighted; hyperopic,None,,"Eyeglasses or contact lenses to read books, write, to see well up close",,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.270_00.040,,,CVISACT,CVISACT,CVISACT,"Does [fill: SC name] participate in sports, hobbies, or other activities that can cause eye injury?  This includes activities such as baseball, basketball, soccer and mowing the lawn.",CSTATFLG = '1' and ('006' <= AGE <= '017'),Sample children  6-17,None,None,vision; eye injury; sports injury,None,,Participate in sports/other activities that can cause eye injury,,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.270_00.050,,,CVISPROT,CVISPROT,CVISPROT,"When doing these activities, on average, does [fill: he/she] wear eye protection always, most of the time, some of the time, or none of the time?",CSTATFLG = '1' and ('006' <= AGE <= '017') and CVISACT='1',Sample children  6-17 who participate in sports that cause eye injuries,None,None,vision; eye injury; sports injury; protective goggles; eye protection,None,,Use eye protection,,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Always,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,Most of the time,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,3,Some of the time,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,4,None of the time,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.290_00.000,, ,IHSPEQ,IHSPEQ,IHSPEQ,"Does {SC name} have any impairment or health problem that requires {him/her} to use special equipment, such as a brace, a wheelchair, or a hearing aid (excluding ordinary eyeglasses or corrective shoes)?",CSTATFLG = '1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,assistive devices; special equipment; medical technology,None,,Need special equipment due to impairment/health problem,,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.300_00.000,, ,IHMOB,IHMOB,IHMOB,"Does {SC name} have an impairment or health problem that limits {his/her} ability to (crawl), walk, run, or play?",CSTATFLG = '1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,physical impairment; mobility limitation; mobility impairment,None,,Impairment/health problem limit crawl/walk/run/play,,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.310_00.000,, ,IHMOBYR,IHMOBYR,IHMOBYR,"Is this an impairment or health problem that has lasted, or is expected to last 12 months or longer?",CSTATFLG = '1' and (AGE LE '017' and AGE NE ' ') and IHMOB = '1',"Sample children LE 17 that have limited ability to crawl, walk, run, or play",None,None,physical impairment; mobility limitation; mobility impairment,None,,Impairment/health problem lasted/will last 12+ m,,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.311_00.000,, ,PROBRX,PROBRX,PROBRX,Does {SC name} NOW have a problem for which {he/she} has regularly taken prescription medication for at least three months?,CSTATFLG = '1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,prescription medication; rx,None,,Taken RX medication for 3+ m,,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
2017,Sample Child,CHS,CHS.312_00.000,, ,LEARND,LEARND,LEARND,Has a representative from a school or a health professional ever told you that {SC name} had a learning disability?,CSTATFLG = '1' and ('003' <= AGE <= '017'),Sample children 3-17 years,None,None,learning disability,None,,Ever told SC had a learning disability,,,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,1,Yes,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,2,No,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,7,Refused,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,8,Not ascertained,,,,,
2017,Sample Child,CHS,,,,,,,,,,,,,,,,9,Don't know,,,,,
